id,name,maker,variant,type,productType,strainType,thcPct,cbdPct,terpenes,genetics,countryOfOrigin,irradiationStatus,producerUseCases,producerNotes,sourceName,sourceUrl,sourceType,sourceCheckedAt,sourceLicense,sourceNotes,availabilityStatus,availabilityConfidence,availabilityCheckedAt,availabilitySourceName,availabilitySourceUrl,availabilityNotes,availabilitySignals
aurora-pedanios-electric-honeydew-29-1-flower,Electric Honeydew,Aurora Medical,,hybrid,flower,hybrid,29,1,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/new-electric-honeydew,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Updated from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/new-electric-honeydew,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-pink-diesel-71-flower,Pink Diesel '71,Aurora Medical,,indica,flower,indica,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/pink-diesel-71,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/pink-diesel-71,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-courage-flower,Courage,Aurora Medical,,hybrid,flower,hybrid,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/courage,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/courage,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-tangerine-dream-flower,Tangerine Dream,Aurora Medical,,sativa,flower,sativa,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/tangerine-dream1,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/tangerine-dream1,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-united-victory-flower,United Victory,Aurora Medical,,sativa,flower,sativa,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/medreleaf-united-victory-packaged-flower,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/medreleaf-united-victory-packaged-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-astromelon-flower,Astromelon,Aurora Medical,,hybrid,flower,hybrid,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/astromelon,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/astromelon,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-rex-flower,Rex,Aurora Medical,,sativa,flower,sativa,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/rex,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/rex,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-magnolium-flower,Magnolium,Aurora Medical,,indica,flower,indica,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/magnolium,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/magnolium,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-noculus-flower,Noculus,Aurora Medical,,indica,flower,indica,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/noculus,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/noculus,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-kaleidium-flower,Kaleidium,Aurora Medical,,sativa,flower,sativa,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/kaleidium-packaged-flower,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/kaleidium-packaged-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-altitude-flower,Altitude,Aurora Medical,,indica,flower,indica,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/altitude-tbd,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/altitude-tbd,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-garlic-bread-flower,Garlic Bread,Aurora Medical,,indica,flower,indica,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/garlic-bread,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,high,2026-04-02T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/garlic-bread,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
